Institue,Branch,Quota,Category,Gender,Opening,Closing
"INSTITUTE OF ENGINEERING & TECHNOLOGY, LUCKNOW",Electronics and Communication Engineering,Home State,OBC,Female,78114,78114
"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY, JHANSI",Information Technology,Home State,OBC,Female,102132,102132
"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Computer Science and Engineering,Home State,OBC,Female,109905,114801
"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Electronics Engineering,Home State,OBC,Female,112462,112462
"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OBC,Female,118224,119944
"INSTITUTE OF ENGINEERING & TECHNOLOGY, LUCKNOW",Chemical Engineering,Home State,OBC,Female,123452,123452
"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),Home State,OBC,Female,132360,132360
"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Information Technology,Home State,OBC,Female,137577,142874
"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY, JHANSI",Electrical Engineering,Home State,OBC,Female,157317,157317
"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,OBC,Female,162152,180496
"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Computer Science and Engineering,Home State,OBC,Female,163487,170520
"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science and Engineering,Home State,OBC,Female,170050,173116
"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY, JHANSI",Chemical Engineering,Home State,OBC,Female,183320,183320
"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Information Technology,Home State,OBC,Female,185614,185614
"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OBC,Female,190467,197031
"LUCKNOW UNIVERSITY, LUCKNOW",Computer Science and Engineering,Home State,OBC,Female,193771,203452
"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science and Engineering (Artificial Intelligence),Home State,OBC,Female,220002,220002
"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science and Engineering (Data Science),Home State,OBC,Female,221329,221329
"LUCKNOW UNIVERSITY, LUCKNOW",Computer Science & Engineering (Artificial Intelligence),Home State,OBC,Female,230692,233344
"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY, JHANSI",Mechanical Engineering,Home State,OBC,Female,239260,239260
"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY, JHANSI",Civil Engineering,Home State,OBC,Female,243521,245232
"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science Information Technology,Home State,OBC,Female,245670,245670
"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Civil Engineering,Home State,OBC,Female,246127,248289
"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Electronics Engineering,Home State,OBC,Female,249486,249486
"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science,Home State,OBC,Female,251208,252613
"LUCKNOW UNIVERSITY, LUCKNOW",Electronics and Communication Engineering,Home State,OBC,Female,254227,255622
"UTTAR PRADESH TEXTILE TECHNOLOGY INSTITUTE,KANPUR",Computer Science and Engineering,Home State,OBC,Female,265157,266066
"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science,Home State,OBC,Female,265307,265307
"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science Information Technology,Home State,OBC,Female,265395,269775
"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Information Technology,Home State,OBC,Female,266053,266053
"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Computer Science and Engineering,Home State,OBC,Female,271599,283660
"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Artificial Intelligence And Machine Learning,Home State,OBC,Female,273701,301588
"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OBC,Female,296510,296510
"LUCKNOW UNIVERSITY, LUCKNOW",Electrical Engineering,Home State,OBC,Female,303634,303634
"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electronics Engineering,Home State,OBC,Female,323396,323396
"RAJKIYA ENGINEERING COLLEGE,AZAMGARH",Information Technology,Home State,OBC,Female,323511,323511
"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Information Technology,Home State,OBC,Female,325532,345434
"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),Home State,OBC,Female,331042,331042
Ch. Charan Singh University Campus (SCRIET) Meerut,Computer Science,Home State,OBC,Female,343292,343292
"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,OBC,Female,372061,385724
"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),Home State,OBC,Female,373642,381646
"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Information Technology,Home State,OBC,Female,384788,384788
"RAJKIYA ENGINEERING COLLEGE, BASTI",Computer Science and Engineering,Home State,OBC,Female,394205,424046
"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OBC,Female,396028,404622
"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Information Technology,Home State,OBC,Female,398032,398032
"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),Home State,OBC,Female,405135,411020
"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering (Data Science),Home State,OBC,Female,417740,455634
"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Electronics and Communication Engineering,Home State,OBC,Female,422672,422672
"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering,Home State,OBC,Female,443871,450133
"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Chemical Engineering,Home State,OBC,Female,460085,460085
"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Design,Home State,OBC,Female,484098,488696
"RAJKIYA ENGINEERING COLLEGE, PARTAPGARH",Computer Science and Engineering,Home State,OBC,Female,491961,491961
"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Computer Science and Engineering,Home State,OBC,Female,496033,496033
"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Artificial Intelligence And Machine Learning,Home State,OBC,Female,498127,499726
"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OBC,Female,501898,527811
"D. D. U. Gorakhpur University, Gorakhpur",Computer Science and Engineering,Home State,OBC,Female,502704,502704
"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Artificial Inelligence (AI) And Data Science,Home State,OBC,Female,503743,503743
"RAJKIYA ENGINEERING COLLEGE, GONDA",Computer Science and Engineering,Home State,OBC,Female,520068,604894
"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electronics Engineering,Home State,OBC,Female,549232,549232
"LUCKNOW UNIVERSITY, LUCKNOW",Mechanical Engineering,Home State,OBC,Female,558888,558888
"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),Home State,OBC,Female,584305,591880
"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Electronics and Communication Engineering,Home State,OBC,Female,596066,596066
"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science and Engineering,Home State,OBC,Female,626774,626774
"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science,Home State,OBC,Female,639177,691542
"RAJKIYA ENGINEERING COLLEGE, MIRZAPUR",Information Technology,Home State,OBC,Female,642290,698460
"LUCKNOW UNIVERSITY, LUCKNOW",Civil Engineering,Home State,OBC,Female,649174,649174
"Dr. Bhim Rao Ambedkar University, Agra",Computer Science and Engineering,Home State,OBC,Female,677557,749137
"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),Home State,OBC,Female,684469,723601
"SHRI RAM SWAROOP MEMORIAL COLLEGE OF ENGG. & MANAGEMENT,LUCKNOW",Computer Science and Engineering,Home State,OBC,Female,706449,706449
"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Electrical Engineering,Home State,OBC,Female,712475,712475
Ch. Charan Singh University Campus (SCRIET) Meerut,Information Technology,Home State,OBC,Female,723797,854281
"Bundelkhand University, Jhansi",Electronics and Communication Engineering,Home State,OBC,Female,757098,757098
"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electronics Engineering,Home State,OBC,Female,758014,758014
"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Electrical Engineering,Home State,OBC,Female,759840,773806
"NITRA TECHNICAL CAMPUS,GHAZIABAD",Computer Science and Engineering,Home State,OBC,Female,771964,815845
"ABES ENGG.COLLEGE,GHAZIABAD",Electronics and Communication Engineering,Home State,OBC,Female,773976,773976
"I.M.S. ENGINEERING COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,OBC,Female,800568,800568
"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science & Engineering (Cyber Security),Home State,OBC,Female,834029,989819
"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electrical Engineering,Home State,OBC,Female,836742,836742
"NITRA TECHNICAL CAMPUS,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OBC,Female,864956,884032
"Khwaja Moinuddin Chishti Language University, Lucknow",Computer Science and Engineering,Home State,OBC,Female,935316,1085653
"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Electronics and Communication Engineering,Home State,OBC,Female,945600,945600
"Khwaja Moinuddin Chishti Language University, Lucknow",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OBC,Female,981645,981645
"RAJKIYA ENGINEERING COLLEGE, BASTI",Electronics Engineering,Home State,OBC,Female,1125576,1125576
"Acharya Narendra Deva University of Agriculture & Technology, Kumarganj, Ayodhya  (MCAET Ambedkar Nagar)",Computer Science and Engineering,Home State,OBC,Female,1177061,1177061
"UTTAR PRADESH TEXTILE TECHNOLOGY INSTITUTE,KANPUR",Textile Technology,Home State,OBC,Female,1206528,1206528
"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering,Home State,OBC,Female,1244779,1244779
"Baba Shaheb (Dr.) B R Ambedkar College of Agricultural Engineering and Technology, Etawah",Computer Science and Engineering,Home State,OBC,Female,1327194,1327194
"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,EWS(AF),Neutral,170778,170778
"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,EWS(AF),Neutral,246394,246394
"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Computer Science and Engineering,Home State,EWS(AF),Neutral,458722,458722
"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,EWS(AF),Neutral,587433,587433
"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,EWS(AF),Neutral,659025,659025
"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering,Home State,EWS(AF),Neutral,802779,802779
"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering (Data Science),Home State,EWS(AF),Neutral,907224,907224
"INSTITUTE OF ENGINEERING & TECHNOLOGY, LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,EWS,Female,59999,59999
"INSTITUTE OF ENGINEERING & TECHNOLOGY, LUCKNOW",Electronics and Communication Engineering,Home State,EWS,Female,66426,66426
"INSTITUTE OF ENGINEERING & TECHNOLOGY, LUCKNOW",Computer Science and Engineering(Self Finance),Home State,EWS,Female,69175,69175
"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Computer Science and Engineering,Home State,EWS,Female,82723,85922
"INSTITUTE OF ENGINEERING & TECHNOLOGY, LUCKNOW",Electrical Engineering,Home State,EWS,Female,88768,88768
"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Information Technology,Home State,EWS,Female,88991,88991
"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY, JHANSI",Information Technology,Home State,EWS,Female,99034,99034
"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Electronics Engineering,Home State,EWS,Female,106275,106275
"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY, JHANSI",Electronics and Communication Engineering,Home State,EWS,Female,109355,109355
"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),Home State,EWS,Female,115464,115464
"INSTITUTE OF ENGINEERING & TECHNOLOGY, LUCKNOW",Chemical Engineering,Home State,EWS,Female,121154,121154
"INSTITUTE OF ENGINEERING & TECHNOLOGY, LUCKNOW",Civil Engineering,Home State,EWS,Female,122526,122526
"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY, JHANSI",Electrical Engineering,Home State,EWS,Female,131590,131590
"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Electrical Engineering,Home State,EWS,Female,133962,133962
"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science and Engineering,Home State,EWS,Female,141250,141250
"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Mechanical Engineering,Home State,EWS,Female,143513,143513
"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Information Technology,Home State,EWS,Female,145627,145627
"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY, JHANSI",Chemical Engineering,Home State,EWS,Female,168681,168681
"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering,Home State,EWS,Female,176940,202607
"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science and Engineering (Artificial Intelligence),Home State,EWS,Female,179068,179068
"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Information Technology,Home State,EWS,Female,191388,191388
"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Civil Engineering,Home State,EWS,Female,196164,196164
"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science,Home State,EWS,Female,200175,217987
"LUCKNOW UNIVERSITY, LUCKNOW",Computer Science & Engineering (Artificial Intelligence),Home State,EWS,Female,202438,213175
"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science and Engineering (Data Science),Home State,EWS,Female,213493,213493
"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science Information Technology,Home State,EWS,Female,218517,220053
"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science,Home State,EWS,Female,220825,227561
"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Information Technology,Home State,EWS,Female,223283,230075
"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Artificial Intelligence And Machine Learning,Home State,EWS,Female,229838,229838
"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science Information Technology,Home State,EWS,Female,230940,230940
"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),Home State,EWS,Female,241744,272518
"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR",Information Technology,Home State,EWS,Female,247268,247268
"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,EWS,Female,249258,249566
"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Computer Science and Engineering,Home State,EWS,Female,249716,249716
"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Electronics and Communication Engineering,Home State,EWS,Female,249823,263902
"UTTAR PRADESH TEXTILE TECHNOLOGY INSTITUTE,KANPUR",Computer Science and Engineering,Home State,EWS,Female,265323,265323
"LUCKNOW UNIVERSITY, LUCKNOW",Electrical Engineering,Home State,EWS,Female,281953,281953
"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),Home State,EWS,Female,305515,305515
"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,EWS,Female,309536,312496
"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Information Technology,Home State,EWS,Female,309764,309764
"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Information Technology,Home State,EWS,Female,314733,314733
"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR",Electrical Engineering,Home State,EWS,Female,352179,352179
"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,EWS,Female,358283,362857
"Bundelkhand University, Jhansi",Computer Science and Engineering,Home State,EWS,Female,364940,364940
"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering (Data Science),Home State,EWS,Female,370635,380119
"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Electronics and Communication Engineering,Home State,EWS,Female,381126,381836
"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Information Technology,Home State,EWS,Female,381159,381159
"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering,Home State,EWS,Female,383463,386929
"LUCKNOW UNIVERSITY, LUCKNOW",Civil Engineering,Home State,EWS,Female,387725,387725
"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Artificial Intelligence And Machine Learning,Home State,EWS,Female,402111,402111
"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Chemical Engineering,Home State,EWS,Female,403996,561657
"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Design,Home State,EWS,Female,420098,420098
"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Artificial Inelligence (AI) And Data Science,Home State,EWS,Female,421783,421783
"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Electrical & Computer Engg.,Home State,EWS,Female,423684,423684
"ABES ENGG.COLLEGE,GHAZIABAD",Electronics and Communication Engineering,Home State,EWS,Female,481622,493281
"RAJKIYA ENGINEERING COLLEGE, BASTI",Computer Science and Engineering,Home State,EWS,Female,482716,482716
"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science (Hindi),Home State,EWS,Female,492191,492191
"RAJKIYA ENGINEERING COLLEGE, GONDA",Computer Science and Engineering,Home State,EWS,Female,517054,524697
"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,EWS,Female,534911,541348
"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),Home State,EWS,Female,600457,600457
"Bundelkhand University, Jhansi",Electronics and Communication Engineering,Home State,EWS,Female,604537,604537
"I.M.S. ENGINEERING COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,EWS,Female,618093,618093
"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Electrical & Electronics Engineering,Home State,EWS,Female,627899,627899
"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),Home State,EWS,Female,629027,629027
"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science (Hindi),Home State,EWS,Female,688718,688718
"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Electronics and Communication Engineering,Home State,EWS,Female,700852,958827
"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Electrical Engineering,Home State,EWS,Female,722769,722769
Ch. Charan Singh University Campus (SCRIET) Meerut,Information Technology,Home State,EWS,Female,730312,730312
"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science,Home State,EWS,Female,737101,748654
"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Electrical & Electronics Engineering,Home State,EWS,Female,759555,759555
"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Information Technology,Home State,EWS,Female,763717,803304
"NITRA TECHNICAL CAMPUS,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,EWS,Female,826054,826054
"D. D. U. Gorakhpur University, Gorakhpur",Information Technology,Home State,EWS,Female,832293,832293
"ABES ENGG.COLLEGE,GHAZIABAD",Electrical & Computer Engg.,Home State,EWS,Female,962696,962696
"PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR",Computer Science and Engineering,Home State,EWS,Female,1069905,1069905
"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR",Civil Engineering,Home State,EWS,Female,1081113,1081113
"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Internet Of Things),Home State,EWS,Female,1126375,1261660
"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering,Home State,EWS,Female,1128088,1128088
"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electrical Engineering,Home State,EWS,Female,1211353,1211353
"RAJ KUMAR GOEL INSTT. OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering,Home State,EWS,Female,1249559,1249559
"INSTITUTE OF ENGINEERING & TECHNOLOGY, LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,EWS,Neutral,49744,49831
"INSTITUTE OF ENGINEERING & TECHNOLOGY, LUCKNOW",Computer Science and Engineering(Self Finance),Home State,EWS,Neutral,51671,51729
"INSTITUTE OF ENGINEERING & TECHNOLOGY, LUCKNOW",Electronics and Communication Engineering,Home State,EWS,Neutral,58263,58873
"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Computer Science and Engineering,Home State,EWS,Neutral,65704,65704
"INSTITUTE OF ENGINEERING & TECHNOLOGY, LUCKNOW",Electrical Engineering,Home State,EWS,Neutral,71818,71818
"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY, JHANSI",Computer Science and Engineering,Home State,EWS,Neutral,74870,75525
"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Information Technology,Home State,EWS,Neutral,77827,77827
"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY, JHANSI",Information Technology,Home State,EWS,Neutral,81302,81908
"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Computer Science and Engineering,Home State,EWS,Neutral,87583,89312
"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Electronics Engineering,Home State,EWS,Neutral,91719,93677
"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY, JHANSI",Electronics and Communication Engineering,Home State,EWS,Neutral,92363,95154
"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,EWS,Neutral,100081,100081
"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),Home State,EWS,Neutral,108438,115002
"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Electrical Engineering,Home State,EWS,Neutral,113248,122350
"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY, JHANSI",Electrical Engineering,Home State,EWS,Neutral,122283,123559
"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Information Technology,Home State,EWS,Neutral,124483,133625
"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,EWS,Neutral,130755,139468
"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science and Engineering,Home State,EWS,Neutral,131349,133445
"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,EWS,Neutral,143553,146546
"LUCKNOW UNIVERSITY, LUCKNOW",Computer Science and Engineering,Home State,EWS,Neutral,147985,152892
"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Mechanical Engineering,Home State,EWS,Neutral,149647,159829
"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,EWS,Neutral,150565,161611
"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Computer Science and Engineering,Home State,EWS,Neutral,152488,152488
"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Information Technology,Home State,EWS,Neutral,153948,170146
"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,EWS,Neutral,162058,162058
"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY, JHANSI",Mechanical Engineering,Home State,EWS,Neutral,162545,167141
